,season,session,game_id,game_date,team,opp_team,strength_state,toi,gf,ga,hdgf,hdga,xgf,xga,sf,sa,hdsf,hdsa,ff,fa,hdff,hdfa,cf,ca,bsf,bsa,msf,msa,hdmsf,hdmsa,teammate_block,hf,ht,give,take,ozf,nzf,dzf,fow,fol,ozfw,ozfl,nzfw,nzfl,dzfw,dzfl,pent0,pent2,pent4,pent5,pent10,pend0,pend2,pend4,pend5,pend10,ozs,nzs,dzs,otf
45,20162017,P,2016030231,2017-04-26,STL,NSH,Ev5,1.5666666666666667,0,0,0,0,0.174360491335392,0.0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,20162017,P,2016030232,2017-04-28,NSH,STL,4v4,2.0,0,0,0,0,0.16702665947377682,0.08639507740736008,1,0,0,0,3,1,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,20162017,P,2016030232,2017-04-28,NSH,STL,4v5,11.0,0,1,0,0,0.0,0.7098098695278168,0,5,0,0,0,10,0,1,0,0,0,1,0,5,0,1,0,0,3,0,2,0,4,8,6,5,0,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,20162017,P,2016030232,2017-04-28,NSH,STL,5v5,45.36666666666667,2,2,1,1,2.0123053938150406,1.6309746340848505,20,15,3,3,32,23,4,4,0,0,20,10,12,8,1,1,0,33,20,3,2,10,16,8,17,21,5,5,8,7,4,9,0,4,0,1,1,0,1,0,0,0,0,0,0,0
49,20162017,P,2016030232,2017-04-28,NSH,STL,Ev5,1.6333333333333333,0,0,0,0,0.24660376645624638,0.0,3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,20162017,P,2016030232,2017-04-28,NSH,STL,EvE,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,20162017,P,2016030232,2017-04-28,STL,NSH,4v4,2.0,0,0,0,0,0.08639507740736008,0.16702665947377682,0,1,0,0,1,3,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,20162017,P,2016030232,2017-04-28,STL,NSH,5v4,11.0,1,0,0,0,0.7098098695278168,0.0,5,0,0,0,10,0,1,0,0,0,1,0,5,0,1,0,0,3,0,0,1,4,4,2,5,6,2,0,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,20162017,P,2016030232,2017-04-28,STL,NSH,5v5,45.36666666666667,2,2,1,1,1.6309746340848505,2.0123053938150406,15,20,3,3,23,32,4,4,0,0,10,20,8,12,1,1,0,20,33,7,3,10,14,18,21,17,5,5,7,8,9,4,0,1,0,0,0,0,4,0,1,1,0,0,0,0
54,20162017,P,2016030232,2017-04-28,STL,NSH,5vE,1.6333333333333333,0,0,0,0,0.0,0.24660376645624638,0,3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,20162017,P,2016030232,2017-04-28,STL,NSH,EvE,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,20162017,P,2016030233,2017-04-30,NSH,STL,4v3,1.4833333333333334,0,0,0,0,0.23681794106960297,0.0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,20162017,P,2016030233,2017-04-30,NSH,STL,4v5,2.0,0,0,0,0,0.19750937819480896,0.08041038364171982,1,1,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,20162017,P,2016030233,2017-04-30,NSH,STL,5v4,4.516666666666667,0,0,0,0,0.6845552399754524,0.0,6,0,2,0,7,0,2,0,0,0,4,0,1,0,0,0,0,0,0,1,0,4,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,20162017,P,2016030233,2017-04-30,NSH,STL,5v5,46.583333333333336,3,1,1,1,2.1800718284212053,1.0210675848647952,26,18,5,2,34,23,6,2,0,0,7,12,8,5,1,0,0,33,30,17,3,18,24,20,31,18,9,8,12,5,10,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0
60,20162017,P,2016030233,2017-04-30,NSH,STL,5vE,4.15,0,0,0,0,0.452860951423645,0.6548179052770138,0,4,0,3,1,8,0,4,0,0,0,2,1,4,0,1,0,1,0,2,1,0,0,4,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,20162017,P,2016030233,2017-04-30,NSH,STL,Ev4,0.11666666666666667,0,0,0,0,0.0531054325401783,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,20162017,P,2016030233,2017-04-30,NSH,STL,Ev5,0.15,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,20162017,P,2016030233,2017-04-30,NSH,STL,EvE,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,20162017,P,2016030233,2017-04-30,STL,NSH,3v4,1.4833333333333334,0,0,0,0,0.0,0.23681794106960297,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
